               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  32,             0.04473,            0.042476,           0.0079155,             0.52744,             0.34384,             0.38188,             0.23448,            0.045424,            0.062248,           0.0077676,            0.008977,            0.008977,            0.008977
                  33,            0.044677,            0.042369,           0.0078737,             0.53064,             0.34289,             0.38491,             0.23571,            0.045328,            0.062123,           0.0077105,            0.008944,            0.008944,            0.008944
                  34,            0.044565,            0.042246,           0.0078517,             0.53568,              0.3418,             0.38463,             0.23469,            0.045207,            0.061946,           0.0076755,            0.008911,            0.008911,            0.008911
                  35,            0.044381,               0.042,           0.0077286,             0.66248,             0.33361,             0.38675,             0.23506,            0.045241,            0.061974,           0.0077171,            0.008878,            0.008878,            0.008878
                  36,            0.044269,            0.041995,           0.0075301,             0.53828,             0.37941,             0.39194,             0.23985,            0.045176,            0.061968,           0.0078499,            0.008845,            0.008845,            0.008845
                  37,            0.044183,            0.041891,           0.0073564,             0.68015,              0.3386,              0.3861,             0.23726,             0.04517,            0.062025,           0.0078985,            0.008812,            0.008812,            0.008812
                  38,            0.044245,            0.041858,           0.0073642,             0.56109,             0.36035,             0.39199,             0.24182,             0.04518,            0.062097,            0.007898,            0.008779,            0.008779,            0.008779
                  39,             0.04409,            0.041728,           0.0072556,             0.53827,             0.35751,              0.3915,             0.24322,            0.045025,            0.061852,           0.0077763,            0.008746,            0.008746,            0.008746
                  40,            0.043987,            0.041614,           0.0071635,             0.55762,             0.34186,             0.38901,             0.23846,            0.044912,            0.061651,           0.0078883,            0.008713,            0.008713,            0.008713
                  41,            0.043768,             0.04133,           0.0070928,             0.53656,              0.3517,              0.3869,             0.23832,            0.044909,            0.061749,           0.0078946,             0.00868,             0.00868,             0.00868
                  42,            0.043823,            0.041346,           0.0071677,              0.6802,             0.33659,             0.38869,             0.24161,            0.044915,            0.061905,           0.0078968,            0.008647,            0.008647,            0.008647
                  43,             0.04365,            0.041208,           0.0069491,              0.6594,             0.35116,             0.38734,             0.23813,            0.044931,            0.061876,           0.0078603,            0.008614,            0.008614,            0.008614
                  44,            0.043568,            0.041106,           0.0068485,             0.55631,             0.34394,             0.38507,             0.23799,            0.044985,             0.06201,           0.0079082,            0.008581,            0.008581,            0.008581
                  45,            0.043505,            0.041143,           0.0069022,             0.56025,             0.34357,             0.38634,             0.23794,            0.044939,             0.06207,           0.0079382,            0.008548,            0.008548,            0.008548
                  46,            0.043423,             0.04099,           0.0067947,             0.53077,             0.34693,             0.37972,             0.23502,            0.044932,            0.062172,           0.0079275,            0.008515,            0.008515,            0.008515
                  47,            0.043317,            0.041007,           0.0067559,             0.63053,             0.35132,             0.38001,             0.23534,             0.04496,            0.062217,            0.007998,            0.008482,            0.008482,            0.008482
                  48,            0.043231,            0.040853,           0.0065719,             0.63637,             0.35256,             0.38253,             0.23524,            0.044926,            0.062154,           0.0079966,            0.008449,            0.008449,            0.008449
                  49,            0.043156,            0.040662,           0.0065888,             0.64479,             0.35631,             0.38647,             0.23729,            0.044891,            0.062102,           0.0079719,            0.008416,            0.008416,            0.008416
                  50,            0.043149,            0.040685,           0.0065723,             0.64705,             0.35823,             0.38839,             0.23824,            0.044881,            0.062099,           0.0080428,            0.008383,            0.008383,            0.008383
                  51,            0.043005,            0.040571,           0.0065188,             0.65578,             0.35163,             0.38714,             0.23582,             0.04487,            0.062051,           0.0081121,             0.00835,             0.00835,             0.00835
